UTC Time at End of Hour,Net Generation (MW) from Coal,Net Generation (MW) from Natural Gas,Net Generation (MW) from Nuclear,Net Generation (MW) from All Petroleum Products
2022-04-04 18:00:00,22096.0,27378.0,7159.0,
2022-04-04 19:00:00,22628.0,27362.0,7158.0,
2022-04-04 20:00:00,22406.0,26567.0,7158.0,
2022-04-04 21:00:00,22324.0,26761.0,7155.0,
2022-04-04 22:00:00,22279.0,26825.0,7156.0,
2022-04-04 23:00:00,22285.0,27479.0,7150.0,
2022-04-05 00:00:00,22208.0,26630.0,7150.0,
2022-04-05 01:00:00,21916.0,27319.0,7149.0,
2022-04-05 02:00:00,21673.0,27647.0,7146.0,
2022-04-05 03:00:00,20821.0,25189.0,7148.0,
2022-04-05 04:00:00,19762.0,23083.0,7147.0,
2022-04-05 05:00:00,19416.0,21704.0,7149.0,
2022-04-05 06:00:00,18362.0,20655.0,7151.0,
2022-04-05 07:00:00,17558.0,20927.0,7149.0,
2022-04-05 08:00:00,17106.0,19803.0,7150.0,
2022-04-05 09:00:00,16777.0,19321.0,7150.0,
2022-04-05 10:00:00,17105.0,20751.0,7144.0,
2022-04-05 11:00:00,18012.0,22651.0,7140.0,
2022-04-05 12:00:00,19091.0,23820.0,7145.0,
2022-04-05 13:00:00,20022.0,25407.0,7145.0,
2022-04-05 14:00:00,20115.0,25325.0,7143.0,
2022-04-05 15:00:00,20104.0,25360.0,7143.0,
2022-04-05 16:00:00,20210.0,25310.0,7150.0,
2022-04-05 17:00:00,20506.0,25300.0,7148.0,
2022-04-05 18:00:00,20529.0,25271.0,7149.0,
2022-04-05 19:00:00,20345.0,24379.0,7146.0,
2022-04-05 20:00:00,19768.0,24410.0,7144.0,
2022-04-05 21:00:00,19775.0,25141.0,7143.0,
2022-04-05 22:00:00,19749.0,25702.0,7138.0,
2022-04-05 23:00:00,19638.0,25748.0,7135.0,
2022-04-06 00:00:00,19750.0,26330.0,7135.0,
2022-04-06 01:00:00,19328.0,25959.0,7132.0,
2022-04-06 02:00:00,19623.0,26277.0,7133.0,
2022-04-06 03:00:00,19627.0,23758.0,7137.0,
2022-04-06 04:00:00,19095.0,21297.0,7139.0,
2022-04-06 05:00:00,17898.0,19768.0,7139.0,
2022-04-06 06:00:00,17130.0,18589.0,7145.0,
2022-04-06 07:00:00,16127.0,17326.0,7143.0,
2022-04-06 08:00:00,15862.0,17361.0,7145.0,
2022-04-06 09:00:00,16037.0,17496.0,7141.0,
2022-04-06 10:00:00,16120.0,17676.0,7144.0,
2022-04-06 11:00:00,16612.0,20469.0,7139.0,
2022-04-06 12:00:00,17394.0,22598.0,7138.0,
2022-04-06 13:00:00,18567.0,23621.0,7141.0,
2022-04-06 14:00:00,18320.0,23650.0,7139.0,
2022-04-06 15:00:00,18580.0,24061.0,7140.0,
2022-04-06 16:00:00,18540.0,23619.0,7140.0,
2022-04-06 17:00:00,18513.0,23787.0,7142.0,
2022-04-06 18:00:00,18723.0,23726.0,7143.0,
2022-04-06 19:00:00,18964.0,23669.0,7148.0,
2022-04-06 20:00:00,18779.0,23549.0,7147.0,
2022-04-06 21:00:00,19124.0,23759.0,7148.0,
2022-04-06 22:00:00,19078.0,23543.0,7147.0,
2022-04-06 23:00:00,19334.0,23536.0,7143.0,
2022-04-07 00:00:00,19470.0,23699.0,7145.0,
2022-04-07 01:00:00,19738.0,23876.0,7147.0,
2022-04-07 02:00:00,20060.0,24132.0,7148.0,
2022-04-07 03:00:00,19381.0,23071.0,7156.0,
2022-04-07 04:00:00,18175.0,20689.0,7161.0,
2022-04-07 05:00:00,17018.0,19053.0,7159.0,
2022-04-07 06:00:00,16604.0,18022.0,7161.0,
2022-04-07 07:00:00,15915.0,16561.0,7161.0,
2022-04-07 08:00:00,15362.0,16229.0,7160.0,
2022-04-07 09:00:00,15114.0,16196.0,7159.0,
2022-04-07 10:00:00,15569.0,16933.0,7157.0,
2022-04-07 11:00:00,16722.0,18773.0,7160.0,
2022-04-07 12:00:00,17323.0,20477.0,7158.0,
2022-04-07 13:00:00,17848.0,21963.0,7161.0,
2022-04-07 14:00:00,17822.0,22539.0,7162.0,
2022-04-07 15:00:00,18118.0,22610.0,7159.0,
2022-04-07 16:00:00,18244.0,22360.0,7161.0,
2022-04-07 17:00:00,18528.0,22346.0,7160.0,
2022-04-07 18:00:00,18483.0,22592.0,7161.0,
2022-04-07 19:00:00,18452.0,22697.0,7160.0,
2022-04-07 20:00:00,18657.0,22647.0,7159.0,
2022-04-07 21:00:00,18578.0,22358.0,7160.0,
2022-04-07 22:00:00,18689.0,22877.0,7159.0,
2022-04-07 23:00:00,19205.0,23103.0,7158.0,
2022-04-08 00:00:00,19970.0,23643.0,7159.0,
2022-04-08 01:00:00,19982.0,23528.0,7159.0,
2022-04-08 02:00:00,20040.0,24029.0,7160.0,
2022-04-08 03:00:00,19756.0,23148.0,7159.0,
2022-04-08 04:00:00,19400.0,20783.0,7161.0,
2022-04-08 05:00:00,18950.0,19135.0,7162.0,
2022-04-08 06:00:00,18204.0,18246.0,7163.0,
2022-04-08 07:00:00,17624.0,17575.0,7166.0,
2022-04-08 08:00:00,17281.0,17724.0,7165.0,
2022-04-08 09:00:00,17421.0,18236.0,7166.0,
2022-04-08 10:00:00,17634.0,19475.0,7164.0,
2022-04-08 11:00:00,18065.0,22041.0,7164.0,
2022-04-08 12:00:00,18891.0,24598.0,7160.0,
2022-04-08 13:00:00,19660.0,26356.0,7165.0,
2022-04-08 14:00:00,19979.0,26063.0,7164.0,
2022-04-08 15:00:00,20362.0,25628.0,7161.0,
2022-04-08 16:00:00,20184.0,25420.0,7162.0,
2022-04-08 17:00:00,20094.0,24556.0,7164.0,
2022-04-08 18:00:00,19865.0,23750.0,7164.0,
2022-04-08 19:00:00,19605.0,23482.0,7164.0,
2022-04-08 20:00:00,19505.0,22870.0,7166.0,
2022-04-08 21:00:00,19394.0,22331.0,7163.0,
2022-04-08 22:00:00,19132.0,22098.0,7160.0,
2022-04-08 23:00:00,18923.0,22777.0,7159.0,
2022-04-09 00:00:00,18909.0,23221.0,7158.0,
2022-04-09 01:00:00,19141.0,23771.0,7158.0,
2022-04-09 02:00:00,19649.0,24095.0,7159.0,
2022-04-09 03:00:00,19579.0,24201.0,7163.0,
2022-04-09 04:00:00,19355.0,23208.0,7165.0,
2022-04-09 05:00:00,18929.0,22460.0,7165.0,
2022-04-09 06:00:00,18755.0,21494.0,7165.0,
2022-04-09 07:00:00,18981.0,20628.0,7165.0,
2022-04-09 08:00:00,19613.0,21510.0,7165.0,
2022-04-09 09:00:00,20206.0,21380.0,7167.0,
2022-04-09 10:00:00,20709.0,22667.0,7168.0,
2022-04-09 11:00:00,20759.0,23734.0,7168.0,
2022-04-09 12:00:00,21189.0,24954.0,7165.0,
2022-04-09 13:00:00,21711.0,25979.0,7167.0,
2022-04-09 14:00:00,21898.0,26106.0,7169.0,
2022-04-09 15:00:00,21684.0,25297.0,7170.0,
2022-04-09 16:00:00,21619.0,24464.0,7168.0,
2022-04-09 17:00:00,21446.0,23209.0,7169.0,
2022-04-09 18:00:00,20994.0,21908.0,7168.0,
2022-04-09 19:00:00,20480.0,21635.0,7168.0,
2022-04-09 20:00:00,20012.0,20456.0,7168.0,
2022-04-09 21:00:00,19617.0,20013.0,7166.0,
2022-04-09 22:00:00,19242.0,20308.0,7167.0,
2022-04-09 23:00:00,19209.0,21099.0,7164.0,
2022-04-10 00:00:00,19455.0,21374.0,7163.0,
2022-04-10 01:00:00,20070.0,22936.0,7160.0,
2022-04-10 02:00:00,20396.0,23238.0,7161.0,
2022-04-10 03:00:00,19636.0,21441.0,7159.0,
2022-04-10 04:00:00,19093.0,20604.0,7156.0,
2022-04-10 05:00:00,18308.0,19126.0,7160.0,
2022-04-10 06:00:00,17339.0,18601.0,7160.0,
2022-04-10 07:00:00,16401.0,18529.0,7158.0,
2022-04-10 08:00:00,16129.0,17864.0,7157.0,
2022-04-10 09:00:00,16306.0,17890.0,7159.0,
2022-04-10 10:00:00,16390.0,18326.0,7157.0,
2022-04-10 11:00:00,16786.0,18743.0,7159.0,
2022-04-10 12:00:00,17745.0,19530.0,7158.0,
2022-04-10 13:00:00,18298.0,18704.0,7161.0,
2022-04-10 14:00:00,18121.0,17772.0,7158.0,
2022-04-10 15:00:00,17411.0,17836.0,7158.0,
2022-04-10 16:00:00,16812.0,17659.0,7156.0,
2022-04-10 17:00:00,16638.0,17443.0,7155.0,
2022-04-10 18:00:00,17000.0,17919.0,7158.0,
2022-04-10 19:00:00,16650.0,17816.0,7156.0,
2022-04-10 20:00:00,16809.0,18256.0,7151.0,
2022-04-10 21:00:00,17258.0,18451.0,7149.0,
2022-04-10 22:00:00,17558.0,18743.0,7148.0,
2022-04-10 23:00:00,18206.0,19480.0,7147.0,
2022-04-11 00:00:00,19292.0,19629.0,7149.0,
2022-04-11 01:00:00,19607.0,20247.0,7151.0,
2022-04-11 02:00:00,19797.0,20142.0,7152.0,
2022-04-11 03:00:00,19296.0,18611.0,7151.0,
2022-04-11 04:00:00,18152.0,17158.0,7153.0,
2022-04-11 05:00:00,16688.0,15808.0,7152.0,
2022-04-11 06:00:00,15794.0,14894.0,7154.0,
2022-04-11 07:00:00,15199.0,14794.0,7156.0,
2022-04-11 08:00:00,15150.0,14818.0,7155.0,
2022-04-11 09:00:00,15407.0,15295.0,7154.0,
2022-04-11 10:00:00,16458.0,17122.0,7151.0,
2022-04-11 11:00:00,18439.0,19995.0,7152.0,
2022-04-11 12:00:00,20055.0,23298.0,7151.0,
2022-04-11 13:00:00,21344.0,24136.0,7151.0,
2022-04-11 14:00:00,22088.0,25317.0,7152.0,
2022-04-11 15:00:00,22261.0,26833.0,7149.0,
2022-04-11 16:00:00,22172.0,27409.0,7146.0,
2022-04-11 17:00:00,22088.0,26952.0,7140.0,
2022-04-11 18:00:00,21648.0,26310.0,7142.0,
2022-04-11 19:00:00,21246.0,25326.0,7139.0,
2022-04-11 20:00:00,21358.0,24948.0,7138.0,
2022-04-11 21:00:00,21721.0,25265.0,7137.0,
2022-04-11 22:00:00,22166.0,26655.0,7135.0,
2022-04-11 23:00:00,22512.0,27778.0,7136.0,
2022-04-12 00:00:00,22574.0,29227.0,7135.0,
2022-04-12 01:00:00,22742.0,29882.0,7133.0,
2022-04-12 02:00:00,22662.0,29863.0,7133.0,
2022-04-12 03:00:00,21957.0,27844.0,7134.0,
2022-04-12 04:00:00,21139.0,24393.0,7136.0,
2022-04-12 05:00:00,20246.0,20894.0,7134.0,
2022-04-12 06:00:00,19140.0,18741.0,7135.0,
2022-04-12 07:00:00,18439.0,17519.0,7136.0,
2022-04-12 08:00:00,18011.0,16639.0,7137.0,
2022-04-12 09:00:00,17875.0,16649.0,7136.0,
2022-04-12 10:00:00,18357.0,16934.0,7138.0,
2022-04-12 11:00:00,18785.0,19010.0,7123.0,
2022-04-12 12:00:00,19312.0,21800.0,7118.0,
2022-04-12 13:00:00,19290.0,21186.0,7117.0,
2022-04-12 14:00:00,18963.0,21218.0,7116.0,
2022-04-12 15:00:00,19440.0,22004.0,7114.0,
2022-04-12 16:00:00,19605.0,22445.0,7113.0,
2022-04-12 17:00:00,19545.0,22720.0,7102.0,
2022-04-12 18:00:00,19562.0,23396.0,7087.0,
2022-04-12 19:00:00,20119.0,22894.0,7059.0,
2022-04-12 20:00:00,20230.0,22463.0,7052.0,
2022-04-12 21:00:00,19718.0,22405.0,7082.0,
2022-04-12 22:00:00,19272.0,22626.0,7107.0,
2022-04-12 23:00:00,19344.0,22212.0,7114.0,
2022-04-13 00:00:00,19565.0,22699.0,7110.0,
2022-04-13 01:00:00,19537.0,22692.0,7109.0,
2022-04-13 02:00:00,19332.0,22789.0,7110.0,
2022-04-13 03:00:00,19406.0,20933.0,7110.0,
2022-04-13 04:00:00,19093.0,19164.0,7108.0,
2022-04-13 05:00:00,18559.0,17839.0,7108.0,
2022-04-13 06:00:00,17852.0,15430.0,7106.0,
2022-04-13 07:00:00,16415.0,14074.0,7106.0,
2022-04-13 08:00:00,15968.0,13872.0,7109.0,
2022-04-13 09:00:00,16132.0,13339.0,7111.0,
2022-04-13 10:00:00,16409.0,14251.0,7117.0,
2022-04-13 11:00:00,16932.0,16411.0,7116.0,
2022-04-13 12:00:00,17986.0,18749.0,7115.0,
2022-04-13 13:00:00,19182.0,19109.0,7117.0,
2022-04-13 14:00:00,19849.0,19971.0,7118.0,
2022-04-13 15:00:00,20349.0,20480.0,7117.0,
2022-04-13 16:00:00,20852.0,21626.0,7116.0,
2022-04-13 17:00:00,20939.0,21109.0,7119.0,
2022-04-13 18:00:00,20865.0,21789.0,7118.0,
2022-04-13 19:00:00,20884.0,22380.0,7120.0,
2022-04-13 20:00:00,20932.0,22419.0,7118.0,
2022-04-13 21:00:00,21153.0,22429.0,7120.0,
2022-04-13 22:00:00,21074.0,21959.0,7118.0,
2022-04-13 23:00:00,21086.0,22125.0,7117.0,
2022-04-14 00:00:00,20703.0,22517.0,7119.0,
2022-04-14 01:00:00,20674.0,22810.0,7118.0,
2022-04-14 02:00:00,21587.0,22936.0,7121.0,
2022-04-14 03:00:00,21852.0,21002.0,7129.0,
2022-04-14 04:00:00,20705.0,18550.0,7135.0,
2022-04-14 05:00:00,19681.0,16594.0,7135.0,
2022-04-14 06:00:00,18340.0,14647.0,7139.0,
2022-04-14 07:00:00,17210.0,14130.0,7138.0,
2022-04-14 08:00:00,17225.0,13756.0,7137.0,
2022-04-14 09:00:00,17074.0,14322.0,7138.0,
2022-04-14 10:00:00,17396.0,15489.0,7138.0,
2022-04-14 11:00:00,17716.0,17781.0,7135.0,
2022-04-14 12:00:00,18480.0,19850.0,7133.0,
2022-04-14 13:00:00,18948.0,19513.0,7135.0,
2022-04-14 14:00:00,18638.0,19363.0,7134.0,
2022-04-14 15:00:00,18529.0,19689.0,7133.0,
2022-04-14 16:00:00,18558.0,19668.0,7134.0,
2022-04-14 17:00:00,18385.0,19356.0,7131.0,
2022-04-14 18:00:00,18402.0,19597.0,7131.0,
2022-04-14 19:00:00,18423.0,20003.0,7131.0,
2022-04-14 20:00:00,18478.0,20457.0,7128.0,
2022-04-14 21:00:00,18488.0,20141.0,7128.0,
2022-04-14 22:00:00,18387.0,19779.0,7120.0,
2022-04-14 23:00:00,18182.0,19476.0,7114.0,
2022-04-15 00:00:00,18041.0,20167.0,7110.0,
2022-04-15 01:00:00,18038.0,19863.0,7108.0,
2022-04-15 02:00:00,18377.0,21218.0,7109.0,
2022-04-15 03:00:00,18081.0,20139.0,7110.0,
2022-04-15 04:00:00,17763.0,18620.0,7113.0,
2022-04-15 05:00:00,17535.0,17124.0,7116.0,
2022-04-15 06:00:00,16869.0,14913.0,7116.0,
2022-04-15 07:00:00,16318.0,13876.0,7116.0,
2022-04-15 08:00:00,15974.0,13810.0,7122.0,
2022-04-15 09:00:00,15798.0,13454.0,7118.0,
2022-04-15 10:00:00,16385.0,14386.0,7116.0,
2022-04-15 11:00:00,17169.0,16349.0,7117.0,
2022-04-15 12:00:00,17766.0,18131.0,7113.0,
2022-04-15 13:00:00,18485.0,18858.0,7114.0,
2022-04-15 14:00:00,18802.0,17679.0,7116.0,
2022-04-15 15:00:00,18982.0,18727.0,7119.0,
2022-04-15 16:00:00,19382.0,18682.0,7117.0,
2022-04-15 17:00:00,19548.0,18761.0,7112.0,
2022-04-15 18:00:00,19796.0,19084.0,7112.0,
2022-04-15 19:00:00,19924.0,19153.0,7107.0,
2022-04-15 20:00:00,19950.0,18422.0,7107.0,
2022-04-15 21:00:00,20255.0,17886.0,7105.0,
2022-04-15 22:00:00,20603.0,17161.0,7106.0,
2022-04-15 23:00:00,20700.0,18263.0,7101.0,
2022-04-16 00:00:00,20843.0,18514.0,7100.0,
2022-04-16 01:00:00,21093.0,18878.0,7101.0,
2022-04-16 02:00:00,21173.0,19782.0,7099.0,
2022-04-16 03:00:00,20816.0,18900.0,7103.0,
2022-04-16 04:00:00,20310.0,18446.0,7107.0,
2022-04-16 05:00:00,19636.0,16733.0,7105.0,
2022-04-16 06:00:00,19331.0,15177.0,7109.0,
2022-04-16 07:00:00,18459.0,13927.0,7111.0,
2022-04-16 08:00:00,17913.0,13622.0,7108.0,
2022-04-16 09:00:00,17712.0,13430.0,7108.0,
2022-04-16 10:00:00,17920.0,13676.0,7108.0,
2022-04-16 11:00:00,18531.0,13790.0,7105.0,
2022-04-16 12:00:00,19187.0,14372.0,7107.0,
2022-04-16 13:00:00,19881.0,15250.0,7107.0,
2022-04-16 14:00:00,20345.0,15956.0,7109.0,
2022-04-16 15:00:00,20519.0,16668.0,7111.0,
2022-04-16 16:00:00,20935.0,16633.0,7112.0,
2022-04-16 17:00:00,20539.0,16449.0,7112.0,
2022-04-16 18:00:00,19584.0,17137.0,7111.0,
2022-04-16 19:00:00,19206.0,17255.0,7110.0,
2022-04-16 20:00:00,19407.0,17484.0,7110.0,
2022-04-16 21:00:00,20123.0,18401.0,7109.0,
2022-04-16 22:00:00,20772.0,19035.0,7110.0,
2022-04-16 23:00:00,21388.0,19918.0,7113.0,
2022-04-17 00:00:00,21868.0,21775.0,7110.0,
2022-04-17 01:00:00,22032.0,23376.0,7105.0,
2022-04-17 02:00:00,22269.0,23798.0,7108.0,
2022-04-17 03:00:00,22032.0,23662.0,7110.0,
2022-04-17 04:00:00,21505.0,22057.0,7114.0,
2022-04-17 05:00:00,20842.0,21017.0,7116.0,
2022-04-17 06:00:00,20366.0,19436.0,7120.0,
2022-04-17 07:00:00,19951.0,18169.0,7119.0,
2022-04-17 08:00:00,19560.0,17786.0,7119.0,
2022-04-17 09:00:00,19554.0,16850.0,7122.0,
2022-04-17 10:00:00,19787.0,16896.0,7126.0,
2022-04-17 11:00:00,20027.0,17259.0,7122.0,
2022-04-17 12:00:00,20737.0,18441.0,7120.0,
2022-04-17 13:00:00,21378.0,18550.0,7118.0,
2022-04-17 14:00:00,21551.0,19417.0,7120.0,
2022-04-17 15:00:00,21401.0,18789.0,7119.0,
2022-04-17 16:00:00,20643.0,18754.0,7118.0,
2022-04-17 17:00:00,20514.0,18951.0,7120.0,
2022-04-17 18:00:00,20688.0,19813.0,7116.0,
2022-04-17 19:00:00,20742.0,20235.0,7112.0,
2022-04-17 20:00:00,20600.0,20175.0,7112.0,
2022-04-17 21:00:00,20758.0,20755.0,7111.0,
2022-04-17 22:00:00,20822.0,21425.0,7116.0,
2022-04-17 23:00:00,20699.0,21923.0,7109.0,
2022-04-18 00:00:00,20793.0,23051.0,7111.0,
2022-04-18 01:00:00,20523.0,22981.0,7109.0,
2022-04-18 02:00:00,20542.0,23635.0,7110.0,
2022-04-18 03:00:00,20318.0,23120.0,7113.0,
2022-04-18 04:00:00,19927.0,22023.0,7116.0,
2022-04-18 05:00:00,19319.0,19998.0,7118.0,
2022-04-18 06:00:00,18951.0,18417.0,7117.0,
2022-04-18 07:00:00,17992.0,17933.0,7116.0,
2022-04-18 08:00:00,17506.0,17914.0,7113.0,
2022-04-18 09:00:00,17726.0,17453.0,7114.0,
2022-04-18 10:00:00,18250.0,18966.0,7116.0,
2022-04-18 11:00:00,18824.0,20752.0,7118.0,
2022-04-18 12:00:00,19438.0,23499.0,7118.0,
2022-04-18 13:00:00,20346.0,24492.0,7119.0,
2022-04-18 14:00:00,20758.0,25370.0,7119.0,
2022-04-18 15:00:00,21011.0,25885.0,7122.0,
2022-04-18 16:00:00,21166.0,25156.0,7122.0,
2022-04-18 17:00:00,21195.0,25927.0,7122.0,
2022-04-18 18:00:00,21145.0,25914.0,7123.0,
2022-04-18 19:00:00,21273.0,24602.0,7125.0,
2022-04-18 20:00:00,21575.0,23822.0,7120.0,
2022-04-18 21:00:00,21750.0,23426.0,7119.0,
2022-04-18 22:00:00,21714.0,23180.0,7118.0,
2022-04-18 23:00:00,21937.0,22969.0,7118.0,
2022-04-19 00:00:00,22070.0,23749.0,7116.0,
2022-04-19 01:00:00,22014.0,23478.0,7114.0,
2022-04-19 02:00:00,22295.0,24253.0,7122.0,
2022-04-19 03:00:00,22643.0,24018.0,7120.0,
2022-04-19 04:00:00,22492.0,22328.0,7125.0,
2022-04-19 05:00:00,21930.0,20460.0,7130.0,
2022-04-19 06:00:00,21199.0,18251.0,7130.0,
2022-04-19 07:00:00,21011.0,17557.0,7133.0,
2022-04-19 08:00:00,20800.0,17767.0,7126.0,
2022-04-19 09:00:00,20639.0,18074.0,7128.0,
2022-04-19 10:00:00,21167.0,19984.0,7133.0,
2022-04-19 11:00:00,21911.0,22328.0,7127.0,
2022-04-19 12:00:00,23034.0,24739.0,7124.0,
2022-04-19 13:00:00,23354.0,24770.0,7127.0,
2022-04-19 14:00:00,23309.0,25590.0,7127.0,
2022-04-19 15:00:00,23205.0,24806.0,7129.0,
2022-04-19 16:00:00,23158.0,24246.0,7128.0,
2022-04-19 17:00:00,22738.0,23881.0,7125.0,
2022-04-19 18:00:00,22580.0,22082.0,7126.0,
2022-04-19 19:00:00,22333.0,20709.0,7123.0,
2022-04-19 20:00:00,22120.0,19149.0,7119.0,
2022-04-19 21:00:00,22128.0,18718.0,7116.0,
2022-04-19 22:00:00,22112.0,18778.0,7114.0,
2022-04-19 23:00:00,22208.0,19228.0,7112.0,
2022-04-20 00:00:00,22459.0,20223.0,7109.0,
2022-04-20 01:00:00,22655.0,21072.0,7110.0,
2022-04-20 02:00:00,22700.0,21860.0,7111.0,
2022-04-20 03:00:00,22099.0,20951.0,7111.0,
2022-04-20 04:00:00,21434.0,18823.0,7115.0,
2022-04-20 05:00:00,20778.0,16299.0,7114.0,
2022-04-20 06:00:00,20032.0,15357.0,7115.0,
2022-04-20 07:00:00,19485.0,15674.0,7114.0,
2022-04-20 08:00:00,19163.0,15368.0,7112.0,
2022-04-20 09:00:00,19003.0,15848.0,7114.0,
2022-04-20 10:00:00,19609.0,16547.0,7115.0,
2022-04-20 11:00:00,20443.0,18941.0,7115.0,
2022-04-20 12:00:00,21100.0,21197.0,7114.0,
2022-04-20 13:00:00,21839.0,21468.0,7113.0,
2022-04-20 14:00:00,21913.0,20892.0,7115.0,
2022-04-20 15:00:00,22422.0,20609.0,7114.0,
2022-04-20 16:00:00,22675.0,19959.0,7108.0,
2022-04-20 17:00:00,22421.0,19766.0,7109.0,
2022-04-20 18:00:00,22465.0,19840.0,7104.0,
2022-04-20 19:00:00,22839.0,19879.0,7103.0,
2022-04-20 20:00:00,22878.0,19513.0,7105.0,
2022-04-20 21:00:00,23166.0,20332.0,7107.0,
2022-04-20 22:00:00,23378.0,21153.0,7108.0,
2022-04-20 23:00:00,23804.0,22555.0,7105.0,
2022-04-21 00:00:00,23793.0,23058.0,7105.0,
2022-04-21 01:00:00,23980.0,24504.0,7106.0,
2022-04-21 02:00:00,23823.0,24576.0,7104.0,
2022-04-21 03:00:00,23211.0,21168.0,7103.0,
2022-04-21 04:00:00,22531.0,18602.0,7106.0,
2022-04-21 05:00:00,21742.0,15382.0,7105.0,
2022-04-21 06:00:00,20683.0,14725.0,7114.0,
2022-04-21 07:00:00,20002.0,15401.0,7113.0,
2022-04-21 08:00:00,20012.0,15283.0,7114.0,
2022-04-21 09:00:00,20299.0,15579.0,7116.0,
2022-04-21 10:00:00,20700.0,15848.0,7108.0,
2022-04-21 11:00:00,21028.0,17478.0,7105.0,
2022-04-21 12:00:00,21271.0,20836.0,7104.0,
2022-04-21 13:00:00,21626.0,22530.0,7104.0,
2022-04-21 14:00:00,21987.0,22544.0,7104.0,
2022-04-21 15:00:00,22061.0,23248.0,7099.0,
2022-04-21 16:00:00,22497.0,24489.0,7096.0,
2022-04-21 17:00:00,22776.0,24659.0,7095.0,
2022-04-21 18:00:00,22909.0,24705.0,7098.0,
2022-04-21 19:00:00,23003.0,24896.0,7093.0,
2022-04-21 20:00:00,22876.0,24847.0,7089.0,
2022-04-21 21:00:00,22687.0,24129.0,7090.0,
2022-04-21 22:00:00,22879.0,23065.0,7089.0,
2022-04-21 23:00:00,23022.0,22632.0,7087.0,
2022-04-22 00:00:00,22959.0,22859.0,7085.0,
2022-04-22 01:00:00,22886.0,24250.0,7083.0,
2022-04-22 02:00:00,22506.0,24020.0,7086.0,
2022-04-22 03:00:00,21217.0,21724.0,7087.0,
2022-04-22 04:00:00,20172.0,18937.0,7086.0,
2022-04-22 05:00:00,19093.0,17210.0,7093.0,
2022-04-22 06:00:00,18097.0,16732.0,7096.0,
2022-04-22 07:00:00,17672.0,15681.0,7097.0,
2022-04-22 08:00:00,17499.0,14834.0,7101.0,
2022-04-22 09:00:00,17419.0,15125.0,7100.0,
2022-04-22 10:00:00,17739.0,15392.0,7095.0,
2022-04-22 11:00:00,17917.0,16716.0,7097.0,
2022-04-22 12:00:00,18547.0,18136.0,7094.0,
2022-04-22 13:00:00,19780.0,18270.0,7096.0,
2022-04-22 14:00:00,20607.0,18361.0,7097.0,
2022-04-22 15:00:00,20903.0,18972.0,7092.0,
2022-04-22 16:00:00,20858.0,19462.0,7091.0,
2022-04-22 17:00:00,20656.0,19866.0,7094.0,
2022-04-22 18:00:00,20558.0,20218.0,7093.0,
2022-04-22 19:00:00,20623.0,20917.0,7090.0,
2022-04-22 20:00:00,20575.0,20764.0,7090.0,
2022-04-22 21:00:00,20781.0,21126.0,7099.0,
2022-04-22 22:00:00,21192.0,21594.0,7160.0,
2022-04-22 23:00:00,21219.0,21620.0,7200.0,
2022-04-23 00:00:00,20934.0,21172.0,7200.0,
2022-04-23 01:00:00,20662.0,20807.0,7204.0,
2022-04-23 02:00:00,20549.0,19960.0,7205.0,
2022-04-23 03:00:00,19921.0,17475.0,7210.0,
2022-04-23 04:00:00,18726.0,15656.0,7203.0,
2022-04-23 05:00:00,17860.0,14366.0,7191.0,
2022-04-23 06:00:00,16779.0,12887.0,7190.0,
2022-04-23 07:00:00,15653.0,11805.0,7196.0,
2022-04-23 08:00:00,15208.0,11332.0,7189.0,
2022-04-23 09:00:00,15505.0,11302.0,7194.0,
2022-04-23 10:00:00,15723.0,11144.0,7204.0,
2022-04-23 11:00:00,15973.0,11150.0,7267.0,
2022-04-23 12:00:00,16143.0,11777.0,7300.0,
2022-04-23 13:00:00,16359.0,12286.0,7298.0,
2022-04-23 14:00:00,17025.0,13728.0,7293.0,
2022-04-23 15:00:00,17649.0,14803.0,7284.0,
2022-04-23 16:00:00,17840.0,15151.0,7267.0,
2022-04-23 17:00:00,18131.0,15941.0,7268.0,
2022-04-23 18:00:00,18347.0,16257.0,7302.0,
2022-04-23 19:00:00,18299.0,16939.0,7301.0,
2022-04-23 20:00:00,17881.0,17747.0,7303.0,
2022-04-23 21:00:00,17841.0,18375.0,7298.0,
2022-04-23 22:00:00,18213.0,18728.0,7301.0,
2022-04-23 23:00:00,18618.0,19111.0,7297.0,
2022-04-24 00:00:00,18605.0,18640.0,7296.0,
2022-04-24 01:00:00,18645.0,18521.0,7298.0,
2022-04-24 02:00:00,18847.0,18572.0,7299.0,
2022-04-24 03:00:00,18689.0,17223.0,7301.0,
2022-04-24 04:00:00,18045.0,15550.0,7307.0,
2022-04-24 05:00:00,16824.0,13925.0,7308.0,
2022-04-24 06:00:00,15871.0,12126.0,7319.0,
2022-04-24 07:00:00,15125.0,11666.0,7338.0,
2022-04-24 08:00:00,14745.0,11144.0,7382.0,
2022-04-24 09:00:00,14457.0,10297.0,7400.0,
2022-04-24 10:00:00,14482.0,9980.0,7432.0,
2022-04-24 11:00:00,14804.0,10228.0,7453.0,
2022-04-24 12:00:00,14804.0,9710.0,7470.0,
2022-04-24 13:00:00,14808.0,10738.0,7489.0,
2022-04-24 14:00:00,15685.0,11825.0,7502.0,
2022-04-24 15:00:00,16092.0,12689.0,7518.0,
2022-04-24 16:00:00,16207.0,13748.0,7526.0,
2022-04-24 17:00:00,16302.0,15491.0,7524.0,
